date,long_swap_usd_per_lot,short_swap_usd_per_lot
2024-04-20,-91.7,41.265
2024-04-21,-91.7,41.265
2024-04-22,-91.7,41.265
2024-04-23,-91.7,41.265
2024-04-24,-275.1,123.795
2024-04-25,-91.7,41.265
2024-04-26,-91.7,41.265
2024-04-27,-91.7,41.265
2024-04-28,-91.7,41.265
2024-04-29,-91.7,41.265
2024-04-30,-91.7,41.265
2024-05-01,-275.1,123.795
2024-05-02,-91.7,41.265
2024-05-03,-91.7,41.265
2024-05-04,-91.7,41.265
2024-05-05,-91.7,41.265
2024-05-06,-91.7,41.265
2024-05-07,-91.7,41.265
2024-05-08,-275.1,123.795
2024-05-09,-91.7,41.265
2024-05-10,-91.7,41.265
2024-05-11,-91.7,41.265
2024-05-12,-91.7,41.265
2024-05-13,-91.7,41.265
2024-05-14,-91.7,41.265
2024-05-15,-275.1,123.795
2024-05-16,-91.7,41.265
2024-05-17,-91.7,41.265
2024-05-18,-91.7,41.265
2024-05-19,-91.7,41.265
2024-05-20,-91.7,41.265
2024-05-21,-91.7,41.265
2024-05-22,-275.1,123.795
2024-05-23,-91.7,41.265
2024-05-24,-91.7,41.265
2024-05-25,-91.7,41.265
2024-05-26,-91.7,41.265
2024-05-27,-91.7,41.265
2024-05-28,-91.7,41.265
2024-05-29,-275.1,123.795
2024-05-30,-91.7,41.265
2024-05-31,-91.7,41.265
2024-06-01,-91.7,41.265
2024-06-02,-91.7,41.265
2024-06-03,-91.7,41.265
2024-06-04,-91.7,41.265
2024-06-05,-275.1,123.795
2024-06-06,-91.7,41.265
2024-06-07,-91.7,41.265
2024-06-08,-91.7,41.265
2024-06-09,-91.7,41.265
2024-06-10,-91.7,41.265
2024-06-11,-91.7,41.265
2024-06-12,-275.1,123.795
2024-06-13,-91.7,41.265
2024-06-14,-91.7,41.265
2024-06-15,-91.7,41.265
2024-06-16,-91.7,41.265
2024-06-17,-91.7,41.265
2024-06-18,-91.7,41.265
2024-06-19,-275.1,123.795
2024-06-20,-91.7,41.265
2024-06-21,-91.7,41.265
2024-06-22,-91.7,41.265
2024-06-23,-91.7,41.265
2024-06-24,-91.7,41.265
2024-06-25,-91.7,41.265
2024-06-26,-275.1,123.795
2024-06-27,-91.7,41.265
2024-06-28,-91.7,41.265
2024-06-29,-91.7,41.265
2024-06-30,-91.7,41.265
2024-07-01,-91.7,41.265
2024-07-02,-91.7,41.265
2024-07-03,-275.1,123.795
2024-07-04,-91.7,41.265
2024-07-05,-91.7,41.265
2024-07-06,-91.7,41.265
2024-07-07,-91.7,41.265
2024-07-08,-91.7,41.265
2024-07-09,-91.7,41.265
2024-07-10,-275.1,123.795
2024-07-11,-91.7,41.265
2024-07-12,-91.7,41.265
2024-07-13,-91.7,41.265
2024-07-14,-91.7,41.265
2024-07-15,-91.7,41.265
2024-07-16,-91.7,41.265
2024-07-17,-275.1,123.795
2024-07-18,-91.7,41.265
2024-07-19,-91.7,41.265
2024-07-20,-91.7,41.265
2024-07-21,-91.7,41.265
2024-07-22,-91.7,41.265
2024-07-23,-91.7,41.265
2024-07-24,-275.1,123.795
2024-07-25,-91.7,41.265
2024-07-26,-91.7,41.265
2024-07-27,-91.7,41.265
2024-07-28,-91.7,41.265
2024-07-29,-91.7,41.265
2024-07-30,-91.7,41.265
2024-07-31,-275.1,123.795
2024-08-01,-91.7,41.265
2024-08-02,-91.7,41.265
2024-08-03,-91.7,41.265
2024-08-04,-91.7,41.265
2024-08-05,-91.7,41.265
2024-08-06,-91.7,41.265
2024-08-07,-275.1,123.795
2024-08-08,-91.7,41.265
2024-08-09,-91.7,41.265
2024-08-10,-91.7,41.265
2024-08-11,-91.7,41.265
2024-08-12,-91.7,41.265
2024-08-13,-91.7,41.265
2024-08-14,-275.1,123.795
2024-08-15,-91.7,41.265
2024-08-16,-91.7,41.265
2024-08-17,-91.7,41.265
2024-08-18,-91.7,41.265
2024-08-19,-91.7,41.265
2024-08-20,-91.7,41.265
2024-08-21,-275.1,123.795
2024-08-22,-91.7,41.265
2024-08-23,-91.7,41.265
2024-08-24,-91.7,41.265
2024-08-25,-91.7,41.265
2024-08-26,-91.7,41.265
2024-08-27,-91.7,41.265
2024-08-28,-275.1,123.795
2024-08-29,-91.7,41.265
2024-08-30,-91.7,41.265
2024-08-31,-91.7,41.265
2024-09-01,-91.7,41.265
2024-09-02,-91.7,41.265
2024-09-03,-91.7,41.265
2024-09-04,-275.1,123.795
2024-09-05,-91.7,41.265
2024-09-06,-91.7,41.265
2024-09-07,-91.7,41.265
2024-09-08,-91.7,41.265
2024-09-09,-91.7,41.265
2024-09-10,-91.7,41.265
2024-09-11,-275.1,123.795
2024-09-12,-91.7,41.265
2024-09-13,-91.7,41.265
2024-09-14,-91.7,41.265
2024-09-15,-91.7,41.265
2024-09-16,-91.7,41.265
2024-09-17,-91.7,41.265
2024-09-18,-275.1,123.795
2024-09-19,-91.7,41.265
2024-09-20,-91.7,41.265
2024-09-21,-91.7,41.265
2024-09-22,-91.7,41.265
2024-09-23,-91.7,41.265
2024-09-24,-91.7,41.265
2024-09-25,-275.1,123.795
2024-09-26,-91.7,41.265
2024-09-27,-91.7,41.265
2024-09-28,-91.7,41.265
2024-09-29,-91.7,41.265
2024-09-30,-91.7,41.265
2024-10-01,-91.7,41.265
2024-10-02,-275.1,123.795
2024-10-03,-91.7,41.265
2024-10-04,-91.7,41.265
2024-10-05,-91.7,41.265
2024-10-06,-91.7,41.265
2024-10-07,-91.7,41.265
2024-10-08,-91.7,41.265
2024-10-09,-275.1,123.795
2024-10-10,-91.7,41.265
2024-10-11,-91.7,41.265
2024-10-12,-91.7,41.265
2024-10-13,-91.7,41.265
2024-10-14,-91.7,41.265
2024-10-15,-91.7,41.265
2024-10-16,-275.1,123.795
2024-10-17,-91.7,41.265
2024-10-18,-91.7,41.265
2024-10-19,-91.7,41.265
2024-10-20,-91.7,41.265
2024-10-21,-91.7,41.265
2024-10-22,-91.7,41.265
2024-10-23,-275.1,123.795
2024-10-24,-91.7,41.265
2024-10-25,-91.7,41.265
2024-10-26,-91.7,41.265
2024-10-27,-91.7,41.265
2024-10-28,-91.7,41.265
2024-10-29,-91.7,41.265
2024-10-30,-275.1,123.795
2024-10-31,-91.7,41.265
2024-11-01,-91.7,41.265
2024-11-02,-91.7,41.265
2024-11-03,-91.7,41.265
2024-11-04,-91.7,41.265
2024-11-05,-91.7,41.265
2024-11-06,-275.1,123.795
2024-11-07,-91.7,41.265
2024-11-08,-91.7,41.265
2024-11-09,-91.7,41.265
2024-11-10,-91.7,41.265
2024-11-11,-91.7,41.265
2024-11-12,-91.7,41.265
2024-11-13,-275.1,123.795
2024-11-14,-91.7,41.265
2024-11-15,-91.7,41.265
2024-11-16,-91.7,41.265
2024-11-17,-91.7,41.265
2024-11-18,-91.7,41.265
2024-11-19,-91.7,41.265
2024-11-20,-275.1,123.795
2024-11-21,-91.7,41.265
2024-11-22,-91.7,41.265
2024-11-23,-91.7,41.265
2024-11-24,-91.7,41.265
2024-11-25,-91.7,41.265
2024-11-26,-91.7,41.265
2024-11-27,-275.1,123.795
2024-11-28,-91.7,41.265
2024-11-29,-91.7,41.265
2024-11-30,-91.7,41.265
2024-12-01,-91.7,41.265
2024-12-02,-91.7,41.265
2024-12-03,-91.7,41.265
2024-12-04,-275.1,123.795
2024-12-05,-91.7,41.265
2024-12-06,-91.7,41.265
2024-12-07,-91.7,41.265
2024-12-08,-91.7,41.265
2024-12-09,-91.7,41.265
2024-12-10,-91.7,41.265
2024-12-11,-275.1,123.795
2024-12-12,-91.7,41.265
2024-12-13,-91.7,41.265
2024-12-14,-91.7,41.265
2024-12-15,-91.7,41.265
2024-12-16,-91.7,41.265
2024-12-17,-91.7,41.265
2024-12-18,-275.1,123.795
2024-12-19,-91.7,41.265
2024-12-20,-91.7,41.265
2024-12-21,-91.7,41.265
2024-12-22,-91.7,41.265
2024-12-23,-91.7,41.265
2024-12-24,-91.7,41.265
2024-12-25,-275.1,123.795
2024-12-26,-91.7,41.265
2024-12-27,-91.7,41.265
2024-12-28,-91.7,41.265
2024-12-29,-91.7,41.265
2024-12-30,-91.7,41.265
2024-12-31,-91.7,41.265
2025-01-01,-275.1,123.795
2025-01-02,-91.7,41.265
2025-01-03,-91.7,41.265
2025-01-04,-91.7,41.265
2025-01-05,-91.7,41.265
2025-01-06,-91.7,41.265
2025-01-07,-91.7,41.265
2025-01-08,-275.1,123.795
2025-01-09,-91.7,41.265
2025-01-10,-91.7,41.265
2025-01-11,-91.7,41.265
2025-01-12,-91.7,41.265
2025-01-13,-91.7,41.265
2025-01-14,-91.7,41.265
2025-01-15,-275.1,123.795
2025-01-16,-91.7,41.265
2025-01-17,-91.7,41.265
2025-01-18,-91.7,41.265
2025-01-19,-91.7,41.265
2025-01-20,-91.7,41.265
2025-01-21,-91.7,41.265
2025-01-22,-275.1,123.795
2025-01-23,-91.7,41.265
2025-01-24,-91.7,41.265
2025-01-25,-91.7,41.265
2025-01-26,-91.7,41.265
2025-01-27,-91.7,41.265
2025-01-28,-91.7,41.265
2025-01-29,-275.1,123.795
2025-01-30,-91.7,41.265
2025-01-31,-91.7,41.265
2025-02-01,-91.7,41.265
2025-02-02,-91.7,41.265
2025-02-03,-91.7,41.265
2025-02-04,-91.7,41.265
2025-02-05,-275.1,123.795
2025-02-06,-91.7,41.265
2025-02-07,-91.7,41.265
2025-02-08,-91.7,41.265
2025-02-09,-91.7,41.265
2025-02-10,-91.7,41.265
2025-02-11,-91.7,41.265
2025-02-12,-275.1,123.795
2025-02-13,-91.7,41.265
2025-02-14,-91.7,41.265
2025-02-15,-91.7,41.265
2025-02-16,-91.7,41.265
2025-02-17,-91.7,41.265
2025-02-18,-91.7,41.265
2025-02-19,-275.1,123.795
2025-02-20,-91.7,41.265
2025-02-21,-91.7,41.265
2025-02-22,-91.7,41.265
2025-02-23,-91.7,41.265
2025-02-24,-91.7,41.265
2025-02-25,-91.7,41.265
2025-02-26,-275.1,123.795
2025-02-27,-91.7,41.265
2025-02-28,-91.7,41.265
2025-03-01,-91.7,41.265
2025-03-02,-91.7,41.265
2025-03-03,-91.7,41.265
2025-03-04,-91.7,41.265
2025-03-05,-275.1,123.795
2025-03-06,-91.7,41.265
2025-03-07,-91.7,41.265
2025-03-08,-91.7,41.265
2025-03-09,-91.7,41.265
2025-03-10,-91.7,41.265
2025-03-11,-91.7,41.265
2025-03-12,-275.1,123.795
2025-03-13,-91.7,41.265
2025-03-14,-91.7,41.265
2025-03-15,-91.7,41.265
2025-03-16,-91.7,41.265
2025-03-17,-91.7,41.265
2025-03-18,-91.7,41.265
2025-03-19,-275.1,123.795
2025-03-20,-91.7,41.265
2025-03-21,-91.7,41.265
2025-03-22,-91.7,41.265
2025-03-23,-91.7,41.265
2025-03-24,-91.7,41.265
2025-03-25,-91.7,41.265
2025-03-26,-275.1,123.795
2025-03-27,-91.7,41.265
2025-03-28,-91.7,41.265
2025-03-29,-91.7,41.265
2025-03-30,-91.7,41.265
2025-03-31,-91.7,41.265
2025-04-01,-91.7,41.265
2025-04-02,-275.1,123.795
2025-04-03,-91.7,41.265
2025-04-04,-91.7,41.265
2025-04-05,-91.7,41.265
2025-04-06,-91.7,41.265
2025-04-07,-91.7,41.265
2025-04-08,-91.7,41.265
2025-04-09,-275.1,123.795
2025-04-10,-91.7,41.265
2025-04-11,-91.7,41.265
2025-04-12,-91.7,41.265
2025-04-13,-91.7,41.265
2025-04-14,-91.7,41.265
2025-04-15,-91.7,41.265
2025-04-16,-275.1,123.795
2025-04-17,-91.7,41.265
2025-04-18,-91.7,41.265
2025-04-19,-91.7,41.265
2025-04-20,-91.7,41.265
2025-04-21,-91.7,41.265
2025-04-22,-91.7,41.265
2025-04-23,-275.1,123.795
2025-04-24,-91.7,41.265
2025-04-25,-91.7,41.265
2025-04-26,-91.7,41.265
2025-04-27,-91.7,41.265
2025-04-28,-91.7,41.265
2025-04-29,-91.7,41.265
2025-04-30,-275.1,123.795
2025-05-01,-91.7,41.265
2025-05-02,-91.7,41.265
2025-05-03,-91.7,41.265
2025-05-04,-91.7,41.265
2025-05-05,-91.7,41.265
2025-05-06,-91.7,41.265
2025-05-07,-275.1,123.795
2025-05-08,-91.7,41.265
2025-05-09,-91.7,41.265
2025-05-10,-91.7,41.265
2025-05-11,-91.7,41.265
2025-05-12,-91.7,41.265
2025-05-13,-91.7,41.265
2025-05-14,-275.1,123.795
2025-05-15,-91.7,41.265
2025-05-16,-91.7,41.265
2025-05-17,-91.7,41.265
2025-05-18,-91.7,41.265
2025-05-19,-91.7,41.265
2025-05-20,-91.7,41.265
2025-05-21,-275.1,123.795
2025-05-22,-91.7,41.265
2025-05-23,-91.7,41.265
2025-05-24,-91.7,41.265
2025-05-25,-91.7,41.265
2025-05-26,-91.7,41.265
2025-05-27,-91.7,41.265
2025-05-28,-275.1,123.795
2025-05-29,-91.7,41.265
2025-05-30,-91.7,41.265
2025-05-31,-91.7,41.265
2025-06-01,-91.7,41.265
2025-06-02,-91.7,41.265
2025-06-03,-91.7,41.265
2025-06-04,-275.1,123.795
2025-06-05,-91.7,41.265
2025-06-06,-91.7,41.265
2025-06-07,-91.7,41.265
2025-06-08,-91.7,41.265
2025-06-09,-91.7,41.265
2025-06-10,-91.7,41.265
2025-06-11,-275.1,123.795
2025-06-12,-91.7,41.265
2025-06-13,-91.7,41.265
2025-06-14,-91.7,41.265
2025-06-15,-91.7,41.265
2025-06-16,-91.7,41.265
2025-06-17,-91.7,41.265
2025-06-18,-275.1,123.795
2025-06-19,-91.7,41.265
2025-06-20,-91.7,41.265
2025-06-21,-91.7,41.265
2025-06-22,-91.7,41.265
2025-06-23,-91.7,41.265
2025-06-24,-91.7,41.265
2025-06-25,-275.1,123.795
2025-06-26,-91.7,41.265
2025-06-27,-91.7,41.265
2025-06-28,-91.7,41.265
2025-06-29,-91.7,41.265
2025-06-30,-91.7,41.265
2025-07-01,-91.7,41.265
2025-07-02,-275.1,123.795
2025-07-03,-91.7,41.265
2025-07-04,-91.7,41.265
2025-07-05,-91.7,41.265
2025-07-06,-91.7,41.265
2025-07-07,-91.7,41.265
2025-07-08,-91.7,41.265
2025-07-09,-275.1,123.795
2025-07-10,-91.7,41.265
2025-07-11,-91.7,41.265
2025-07-12,-91.7,41.265
2025-07-13,-91.7,41.265
2025-07-14,-91.7,41.265
2025-07-15,-91.7,41.265
2025-07-16,-275.1,123.795
2025-07-17,-91.7,41.265
2025-07-18,-91.7,41.265
2025-07-19,-91.7,41.265
2025-07-20,-91.7,41.265
2025-07-21,-91.7,41.265
2025-07-22,-91.7,41.265
2025-07-23,-275.1,123.795
2025-07-24,-91.7,41.265
2025-07-25,-91.7,41.265
2025-07-26,-91.7,41.265
2025-07-27,-91.7,41.265
2025-07-28,-91.7,41.265
2025-07-29,-91.7,41.265
2025-07-30,-275.1,123.795
2025-07-31,-91.7,41.265
2025-08-01,-91.7,41.265
2025-08-02,-91.7,41.265
2025-08-03,-91.7,41.265
2025-08-04,-91.7,41.265
2025-08-05,-91.7,41.265
2025-08-06,-275.1,123.795
2025-08-07,-91.7,41.265
2025-08-08,-91.7,41.265
2025-08-09,-91.7,41.265
2025-08-10,-91.7,41.265
2025-08-11,-91.7,41.265
2025-08-12,-91.7,41.265
2025-08-13,-275.1,123.795
2025-08-14,-91.7,41.265
2025-08-15,-91.7,41.265
2025-08-16,-91.7,41.265
2025-08-17,-91.7,41.265
2025-08-18,-91.7,41.265
2025-08-19,-91.7,41.265
2025-08-20,-275.1,123.795
2025-08-21,-91.7,41.265
2025-08-22,-91.7,41.265
2025-08-23,-91.7,41.265
2025-08-24,-91.7,41.265
2025-08-25,-91.7,41.265
2025-08-26,-91.7,41.265
2025-08-27,-275.1,123.795
2025-08-28,-91.7,41.265
2025-08-29,-91.7,41.265
2025-08-30,-91.7,41.265
2025-08-31,-91.7,41.265
2025-09-01,-91.7,41.265
2025-09-02,-91.7,41.265
2025-09-03,-275.1,123.795
2025-09-04,-91.7,41.265
2025-09-05,-91.7,41.265
2025-09-06,-91.7,41.265
2025-09-07,-91.7,41.265
2025-09-08,-91.7,41.265
2025-09-09,-91.7,41.265
2025-09-10,-275.1,123.795
2025-09-11,-91.7,41.265
2025-09-12,-91.7,41.265
2025-09-13,-91.7,41.265
2025-09-14,-91.7,41.265
2025-09-15,-91.7,41.265
2025-09-16,-91.7,41.265
2025-09-17,-275.1,123.795
2025-09-18,-91.7,41.265
2025-09-19,-91.7,41.265
2025-09-20,-91.7,41.265
2025-09-21,-91.7,41.265
2025-09-22,-91.7,41.265
2025-09-23,-91.7,41.265
2025-09-24,-275.1,123.795
2025-09-25,-91.7,41.265
2025-09-26,-91.7,41.265
2025-09-27,-91.7,41.265
2025-09-28,-91.7,41.265
2025-09-29,-91.7,41.265
2025-09-30,-91.7,41.265
2025-10-01,-275.1,123.795
2025-10-02,-91.7,41.265
2025-10-03,-91.7,41.265
2025-10-04,-91.7,41.265
2025-10-05,-91.7,41.265
2025-10-06,-91.7,41.265
2025-10-07,-91.7,41.265
2025-10-08,-275.1,123.795
2025-10-09,-91.7,41.265
2025-10-10,-91.7,41.265
2025-10-11,-91.7,41.265
2025-10-12,-91.7,41.265
2025-10-13,-91.7,41.265
2025-10-14,-91.7,41.265
2025-10-15,-275.1,123.795
2025-10-16,-91.7,41.265
2025-10-17,-91.7,41.265
2025-10-18,-91.7,41.265
2025-10-19,-91.7,41.265
2025-10-20,-91.7,41.265
2025-10-21,-91.7,41.265
2025-10-22,-275.1,123.795
2025-10-23,-91.7,41.265
2025-10-24,-91.7,41.265
2025-10-25,-91.7,41.265
2025-10-26,-91.7,41.265
2025-10-27,-91.7,41.265
2025-10-28,-91.7,41.265
2025-10-29,-275.1,123.795
2025-10-30,-91.7,41.265
2025-10-31,-91.7,41.265
2025-11-01,-91.7,41.265
2025-11-02,-91.7,41.265
2025-11-03,-91.7,41.265
2025-11-04,-91.7,41.265
2025-11-05,-275.1,123.795
2025-11-06,-91.7,41.265
2025-11-07,-91.7,41.265
2025-11-08,-91.7,41.265
2025-11-09,-91.7,41.265
2025-11-10,-91.7,41.265
2025-11-11,-91.7,41.265
2025-11-12,-275.1,123.795
2025-11-13,-91.7,41.265
2025-11-14,-91.7,41.265
2025-11-15,-91.7,41.265
2025-11-16,-91.7,41.265
2025-11-17,-91.7,41.265
2025-11-18,-91.7,41.265
2025-11-19,-275.1,123.795
2025-11-20,-91.7,41.265
2025-11-21,-91.7,41.265
2025-11-22,-91.7,41.265
2025-11-23,-91.7,41.265
2025-11-24,-91.7,41.265
2025-11-25,-91.7,41.265
2025-11-26,-275.1,123.795
2025-11-27,-91.7,41.265
2025-11-28,-91.7,41.265
2025-11-29,-91.7,41.265
2025-11-30,-91.7,41.265
2025-12-01,-91.7,41.265
2025-12-02,-91.7,41.265
2025-12-03,-275.1,123.795
2025-12-04,-91.7,41.265
2025-12-05,-91.7,41.265
2025-12-06,-91.7,41.265
2025-12-07,-91.7,41.265
2025-12-08,-91.7,41.265
2025-12-09,-91.7,41.265
2025-12-10,-275.1,123.795
2025-12-11,-91.7,41.265
2025-12-12,-91.7,41.265
2025-12-13,-91.7,41.265
2025-12-14,-91.7,41.265
2025-12-15,-91.7,41.265
2025-12-16,-91.7,41.265
2025-12-17,-275.1,123.795
2025-12-18,-91.7,41.265
2025-12-19,-91.7,41.265
2025-12-20,-91.7,41.265
2025-12-21,-91.7,41.265
2025-12-22,-91.7,41.265
2025-12-23,-91.7,41.265
2025-12-24,-275.1,123.795
2025-12-25,-91.7,41.265
2025-12-26,-91.7,41.265
2025-12-27,-91.7,41.265
2025-12-28,-91.7,41.265
2025-12-29,-91.7,41.265
2025-12-30,-91.7,41.265
2025-12-31,-275.1,123.795
2026-01-01,-91.7,41.265
2026-01-02,-91.7,41.265
2026-01-03,-91.7,41.265
2026-01-04,-91.7,41.265
2026-01-05,-91.7,41.265
2026-01-06,-91.7,41.265
2026-01-07,-275.1,123.795
2026-01-08,-91.7,41.265
2026-01-09,-91.7,41.265
2026-01-10,-91.7,41.265
2026-01-11,-91.7,41.265
2026-01-12,-91.7,41.265
2026-01-13,-91.7,41.265
2026-01-14,-275.1,123.795
2026-01-15,-91.7,41.265
2026-01-16,-91.7,41.265
2026-01-17,-91.7,41.265
2026-01-18,-91.7,41.265
2026-01-19,-91.7,41.265
2026-01-20,-91.7,41.265
2026-01-21,-275.1,123.795
2026-01-22,-91.7,41.265
2026-01-23,-91.7,41.265
2026-01-24,-91.7,41.265
2026-01-25,-91.7,41.265
2026-01-26,-91.7,41.265
2026-01-27,-91.7,41.265
2026-01-28,-275.1,123.795
2026-01-29,-91.7,41.265
2026-01-30,-91.7,41.265
2026-01-31,-91.7,41.265
2026-02-01,-91.7,41.265
2026-02-02,-91.7,41.265
2026-02-03,-91.7,41.265
2026-02-04,-275.1,123.795
2026-02-05,-91.7,41.265
2026-02-06,-91.7,41.265
2026-02-07,-91.7,41.265
2026-02-08,-91.7,41.265
2026-02-09,-91.7,41.265
2026-02-10,-91.7,41.265
2026-02-11,-275.1,123.795
2026-02-12,-91.7,41.265
2026-02-13,-91.7,41.265
2026-02-14,-91.7,41.265
2026-02-15,-91.7,41.265
2026-02-16,-91.7,41.265
2026-02-17,-91.7,41.265
2026-02-18,-275.1,123.795
2026-02-19,-91.7,41.265
2026-02-20,-91.7,41.265
2026-02-21,-91.7,41.265
2026-02-22,-91.7,41.265
2026-02-23,-91.7,41.265
2026-02-24,-91.7,41.265
2026-02-25,-275.1,123.795
2026-02-26,-91.7,41.265
2026-02-27,-91.7,41.265
2026-02-28,-91.7,41.265
2026-03-01,-91.7,41.265
2026-03-02,-91.7,41.265
2026-03-03,-91.7,41.265
2026-03-04,-275.1,123.795
2026-03-05,-91.7,41.265
2026-03-06,-91.7,41.265
2026-03-07,-91.7,41.265
2026-03-08,-91.7,41.265
2026-03-09,-91.7,41.265
2026-03-10,-91.7,41.265
2026-03-11,-275.1,123.795
2026-03-12,-91.7,41.265
2026-03-13,-91.7,41.265
2026-03-14,-91.7,41.265
2026-03-15,-91.7,41.265
2026-03-16,-91.7,41.265
2026-03-17,-91.7,41.265
2026-03-18,-275.1,123.795
2026-03-19,-91.7,41.265
2026-03-20,-91.7,41.265
2026-03-21,-91.7,41.265
2026-03-22,-91.7,41.265
2026-03-23,-91.7,41.265
2026-03-24,-91.7,41.265
2026-03-25,-275.1,123.795
2026-03-26,-91.7,41.265
2026-03-27,-91.7,41.265
2026-03-28,-91.7,41.265
2026-03-29,-91.7,41.265
2026-03-30,-91.7,41.265
2026-03-31,-91.7,41.265
2026-04-01,-275.1,123.795
2026-04-02,-91.7,41.265
2026-04-03,-91.7,41.265
2026-04-04,-91.7,41.265
2026-04-05,-91.7,41.265
2026-04-06,-91.7,41.265
2026-04-07,-91.7,41.265
2026-04-08,-275.1,123.795
2026-04-09,-91.7,41.265
2026-04-10,-91.7,41.265
2026-04-11,-91.7,41.265
2026-04-12,-91.7,41.265
2026-04-13,-91.7,41.265
2026-04-14,-91.7,41.265
2026-04-15,-275.1,123.795
2026-04-16,-91.7,41.265
2026-04-17,-91.7,41.265
2026-04-18,-91.7,41.265
2026-04-19,-91.7,41.265
2026-04-20,-91.7,41.265
2026-04-21,-91.7,41.265
2026-04-22,-275.1,123.795
2026-04-23,-91.7,41.265
2026-04-24,-91.7,41.265
2026-04-25,-91.7,41.265
2026-04-26,-91.7,41.265
2026-04-27,-91.7,41.265
2026-04-28,-91.7,41.265
2026-04-29,-275.1,123.795
2026-04-30,-91.7,41.265
2026-05-01,-91.7,41.265
2026-05-02,-91.7,41.265
2026-05-03,-91.7,41.265
2026-05-04,-91.7,41.265
2026-05-05,-91.7,41.265
2026-05-06,-275.1,123.795
2026-05-07,-91.7,41.265
2026-05-08,-91.7,41.265
2026-05-09,-91.7,41.265
2026-05-10,-91.7,41.265
2026-05-11,-91.7,41.265
2026-05-12,-91.7,41.265
2026-05-13,-275.1,123.795
2026-05-14,-91.7,41.265
2026-05-15,-91.7,41.265
2026-05-16,-91.7,41.265
2026-05-17,-91.7,41.265
2026-05-18,-91.7,41.265
2026-05-19,-91.7,41.265
2026-05-20,-275.1,123.795
2026-05-21,-91.7,41.265
2026-05-22,-91.7,41.265
2026-05-23,-91.7,41.265
2026-05-24,-91.7,41.265
2026-05-25,-91.7,41.265
2026-05-26,-91.7,41.265
2026-05-27,-275.1,123.795
2026-05-28,-91.7,41.265
2026-05-29,-91.7,41.265
2026-05-30,-91.7,41.265
2026-05-31,-91.7,41.265
2026-06-01,-91.7,41.265
2026-06-02,-91.7,41.265
2026-06-03,-275.1,123.795
2026-06-04,-91.7,41.265
2026-06-05,-91.7,41.265
2026-06-06,-91.7,41.265
2026-06-07,-91.7,41.265
2026-06-08,-91.7,41.265
2026-06-09,-91.7,41.265
2026-06-10,-275.1,123.795
2026-06-11,-91.7,41.265
2026-06-12,-91.7,41.265
2026-06-13,-91.7,41.265
2026-06-14,-91.7,41.265
2026-06-15,-91.7,41.265
2026-06-16,-91.7,41.265
2026-06-17,-275.1,123.795
2026-06-18,-91.7,41.265
2026-06-19,-91.7,41.265
2026-06-20,-91.7,41.265
2026-06-21,-91.7,41.265
2026-06-22,-91.7,41.265
2026-06-23,-91.7,41.265
2026-06-24,-275.1,123.795
2026-06-25,-91.7,41.265
2026-06-26,-91.7,41.265
2026-06-27,-91.7,41.265
2026-06-28,-91.7,41.265
2026-06-29,-91.7,41.265
2026-06-30,-91.7,41.265
2026-07-01,-275.1,123.795
2026-07-02,-91.7,41.265
2026-07-03,-91.7,41.265
2026-07-04,-91.7,41.265
2026-07-05,-91.7,41.265
2026-07-06,-91.7,41.265
2026-07-07,-91.7,41.265
2026-07-08,-275.1,123.795
2026-07-09,-91.7,41.265
2026-07-10,-91.7,41.265
2026-07-11,-91.7,41.265
2026-07-12,-91.7,41.265
2026-07-13,-91.7,41.265
2026-07-14,-91.7,41.265
2026-07-15,-275.1,123.795
2026-07-16,-91.7,41.265
2026-07-17,-91.7,41.265
2026-07-18,-91.7,41.265
2026-07-19,-91.7,41.265
2026-07-20,-91.7,41.265
2026-07-21,-91.7,41.265
2026-07-22,-275.1,123.795
2026-07-23,-91.7,41.265
2026-07-24,-91.7,41.265
2026-07-25,-91.7,41.265
2026-07-26,-91.7,41.265
2026-07-27,-91.7,41.265
2026-07-28,-91.7,41.265
2026-07-29,-275.1,123.795
2026-07-30,-91.7,41.265
2026-07-31,-91.7,41.265
2026-08-01,-91.7,41.265
2026-08-02,-91.7,41.265
2026-08-03,-91.7,41.265
2026-08-04,-91.7,41.265
2026-08-05,-275.1,123.795
2026-08-06,-91.7,41.265
2026-08-07,-91.7,41.265
2026-08-08,-91.7,41.265
2026-08-09,-91.7,41.265
2026-08-10,-91.7,41.265
2026-08-11,-91.7,41.265
2026-08-12,-275.1,123.795
2026-08-13,-91.7,41.265
2026-08-14,-91.7,41.265
2026-08-15,-91.7,41.265
2026-08-16,-91.7,41.265
2026-08-17,-91.7,41.265
2026-08-18,-91.7,41.265
2026-08-19,-275.1,123.795
2026-08-20,-91.7,41.265
2026-08-21,-91.7,41.265
2026-08-22,-91.7,41.265
2026-08-23,-91.7,41.265
2026-08-24,-91.7,41.265
2026-08-25,-91.7,41.265
2026-08-26,-275.1,123.795
2026-08-27,-91.7,41.265
2026-08-28,-91.7,41.265
2026-08-29,-91.7,41.265
2026-08-30,-91.7,41.265
2026-08-31,-91.7,41.265
2026-09-01,-91.7,41.265
2026-09-02,-275.1,123.795
2026-09-03,-91.7,41.265
2026-09-04,-91.7,41.265
2026-09-05,-91.7,41.265
2026-09-06,-91.7,41.265
2026-09-07,-91.7,41.265
2026-09-08,-91.7,41.265
2026-09-09,-275.1,123.795
