Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL JPY,Return %,Commission JPY,Favorable excursion JPY,Favorable excursion %,Adverse excursion JPY,Adverse excursion %,Cumulative PnL JPY,Cumulative PnL %,Duration (bars)
145,Exit long,2025-09-29 17:54,TSL,3829.75,1,3825.93,570.98,0.10,0,720.46,0.13,-279.51,-0.05,-1438.65,-0.14,27
145,Entry long,2025-09-29 17:27,M1 scalp up,3825.93,1,3825.93,570.98,0.10,0,720.46,0.13,-279.51,-0.05,-1438.65,-0.14,27
146,Exit long,2025-09-29 19:49,TSL,3828.79,1,3825.37,511.19,0.09,0,660.67,0.12,0,0.00,-927.46,-0.09,18
146,Entry long,2025-09-29 19:31,M1 scalp up,3825.37,1,3825.37,511.19,0.09,0,660.67,0.12,0,0.00,-927.46,-0.09,18
147,Exit long,2025-09-29 20:17,TSL,3829.67,2,7655.84,523.15,0.05,0,672.62,0.06,-20.93,0.00,-404.3,-0.04,24
147,Entry long,2025-09-29 19:53,M1 scalp up,3827.92,2,7655.84,523.15,0.05,0,672.62,0.06,-20.93,0.00,-404.3,-0.04,24
148,Exit long,2025-09-29 20:46,TSL,3830.51,2,7656.78,633.76,0.06,0,795.19,0.07,-185.35,-0.02,229.46,0.02,24
148,Entry long,2025-09-29 20:22,M1 scalp up,3828.39,2,7656.78,633.76,0.06,0,795.19,0.07,-185.35,-0.02,229.46,0.02,24
149,Exit long,2025-09-30 17:36,TSL,3848.17,1,3845.97,326.77,0.06,0,497.58,0.09,-326.77,-0.06,556.23,0.06,36
149,Entry long,2025-09-30 17:00,M1 scalp up,3845.97,1,3845.97,326.77,0.06,0,497.58,0.09,-326.77,-0.06,556.23,0.06,36
150,Exit long,2025-09-30 18:03,SL,3842.26,1,3845.99,-554.02,-0.10,0,54.96,0.01,-554.02,-0.10,2.2,0.00,18
150,Entry long,2025-09-30 17:45,M1 scalp up,3845.99,1,3845.99,-554.02,-0.10,0,54.96,0.01,-554.02,-0.10,2.2,0.00,18
151,Exit long,2025-09-30 19:53,TSL,3857.64,2,7708.98,935.75,0.08,0,1084.28,0.09,-5.94,0.00,937.95,0.09,4
151,Entry long,2025-09-30 19:49,M1 scalp up,3854.49,2,7708.98,935.75,0.08,0,1084.28,0.09,-5.94,0.00,937.95,0.09,4
152,Exit long,2025-09-30 20:05,SL,3850.94,1,3855.37,-658,-0.11,0,53.47,0.01,-658,-0.11,279.96,0.03,2
152,Entry long,2025-09-30 20:03,M1 scalp up,3855.37,1,3855.37,-658,-0.11,0,53.47,0.01,-658,-0.11,279.96,0.03,2
153,Exit long,2025-10-01 17:38,SL,3867.23,1,3870.06,-418.28,-0.07,0,264.57,0.05,-418.28,-0.07,-138.32,-0.01,54
153,Entry long,2025-10-01 16:44,M1 scalp up,3870.06,1,3870.06,-418.28,-0.07,0,264.57,0.05,-418.28,-0.07,-138.32,-0.01,54
154,Exit long,2025-10-01 20:04,SL,3864.25,1,3867.43,-470.01,-0.08,0,81.29,0.01,-470.01,-0.08,-608.34,-0.06,8
154,Entry long,2025-10-01 19:56,M1 scalp up,3867.43,1,3867.43,-470.01,-0.08,0,81.29,0.01,-470.01,-0.08,-608.34,-0.06,8
155,Exit long,2025-10-01 20:37,TSL,3864.02,1,3861.69,344.38,0.06,0,492.18,0.09,-11.82,0.00,-263.96,-0.03,15
155,Entry long,2025-10-01 20:22,M1 scalp up,3861.69,1,3861.69,344.38,0.06,0,492.18,0.09,-11.82,0.00,-263.96,-0.03,15
156,Exit long,2025-10-01 20:59,TSL,3865.19,2,7727.14,478.88,0.04,0,626.68,0.05,-171.45,-0.02,214.92,0.02,14
156,Entry long,2025-10-01 20:45,M1 scalp up,3863.57,2,7727.14,478.88,0.04,0,626.68,0.05,-171.45,-0.02,214.92,0.02,14
157,Exit short,2025-10-02 17:18,TSL,3844.74,1,3846.42,247.03,0.04,0,489.65,0.09,-157.34,-0.03,461.96,0.05,8
157,Entry short,2025-10-02 17:10,M1 scalp down,3846.42,1,3846.42,247.03,0.04,0,489.65,0.09,-157.34,-0.03,461.96,0.05,8
158,Exit short,2025-10-02 17:29,TSL,3843.56,1,3847.54,585.23,0.10,0,732.27,0.13,-16.17,0.00,1047.19,0.10,4
158,Entry short,2025-10-02 17:25,M1 scalp down,3847.54,1,3847.54,585.23,0.10,0,732.27,0.13,-16.17,0.00,1047.19,0.10,4
159,Exit short,2025-10-02 18:50,SL,3849.43,1,3844.62,-707.28,-0.13,0,216.15,0.04,-707.28,-0.13,339.91,0.03,61
159,Entry short,2025-10-02 17:49,M1 scalp down,3844.62,1,3844.62,-707.28,-0.13,0,216.15,0.04,-707.28,-0.13,339.91,0.03,61
160,Exit short,2025-10-02 19:58,TSL,3854.15,1,3856.89,402.9,0.07,0,580.82,0.10,-8.82,0.00,742.81,0.07,8
160,Entry short,2025-10-02 19:50,M1 scalp down,3856.89,1,3856.89,402.9,0.07,0,580.82,0.10,-8.82,0.00,742.81,0.07,8
161,Exit short,2025-10-02 22:00,SL,3857.15,2,7710.46,-565.46,-0.05,0,164.69,0.01,-565.46,-0.05,177.35,0.02,5
161,Entry short,2025-10-02 20:55,M1 scalp down,3855.23,2,7710.46,-565.46,-0.05,0,164.69,0.01,-565.46,-0.05,177.35,0.02,5
162,Exit long,2025-10-03 16:18,SL,3882.76,1,3887.4,-683.27,-0.12,0,309.24,0.05,-683.27,-0.12,-505.92,-0.05,15
162,Entry long,2025-10-03 16:03,M1 scalp up,3887.4,1,3887.4,-683.27,-0.12,0,309.24,0.05,-683.27,-0.12,-505.92,-0.05,15
163,Exit long,2025-10-03 16:53,TSL,3883.62,1,3881.6,297.46,0.05,0,444.71,0.08,-136.95,-0.02,-208.47,-0.02,24
163,Entry long,2025-10-03 16:29,M1 scalp up,3881.6,1,3881.6,297.46,0.05,0,444.71,0.08,-136.95,-0.02,-208.47,-0.02,24
164,Exit long,2025-10-03 17:25,TSL,3884.97,1,3882.73,329.85,0.06,0,477.11,0.08,-301.87,-0.05,121.39,0.01,24
164,Entry long,2025-10-03 17:01,M1 scalp up,3882.73,1,3882.73,329.85,0.06,0,477.11,0.08,-301.87,-0.05,121.39,0.01,24
165,Exit long,2025-10-03 17:51,SL,3880.62,1,3883.95,-490.36,-0.09,0,268.01,0.05,-490.36,-0.09,-368.97,-0.04,22
165,Entry long,2025-10-03 17:29,M1 scalp up,3883.95,1,3883.95,-490.36,-0.09,0,268.01,0.05,-490.36,-0.09,-368.97,-0.04,22
166,Exit long,2025-10-03 20:18,SL,3884.12,1,3886.68,-376.98,-0.07,0,365.19,0.06,-376.98,-0.07,-745.95,-0.07,33
166,Entry long,2025-10-03 19:45,M1 scalp up,3886.68,1,3886.68,-376.98,-0.07,0,365.19,0.06,-376.98,-0.07,-745.95,-0.07,33
167,Exit long,2025-10-03 20:50,TSL,3885.37,2,7768.5,329.85,0.03,0,565.46,0.05,-465.33,-0.04,-416.1,-0.04,28
167,Entry long,2025-10-03 20:22,M1 scalp up,3884.25,2,7768.5,329.85,0.03,0,565.46,0.05,-465.33,-0.04,-416.1,-0.04,28
168,Exit long,2025-10-06 18:03,TSL,3958.72,1,3955.29,505.79,0.09,0,653.25,0.11,-610.48,-0.10,89.69,0.01,46
168,Entry long,2025-10-06 17:17,M1 scalp up,3955.29,1,3955.29,505.79,0.09,0,653.25,0.11,-610.48,-0.10,89.69,0.01,46
169,Exit long,2025-10-06 19:59,SL,3959.12,1,3961.64,-371.6,-0.06,0,348.01,0.06,-371.6,-0.06,-281.91,-0.03,21
169,Entry long,2025-10-06 19:38,M1 scalp up,3961.64,1,3961.64,-371.6,-0.06,0,348.01,0.06,-371.6,-0.06,-281.91,-0.03,21
170,Exit long,2025-10-06 22:10,TSL,3964.9,1,3959.49,813.37,0.14,0,990.77,0.17,-337.68,-0.06,531.46,0.05,58
170,Entry long,2025-10-06 20:12,M1 scalp up,3959.49,1,3959.49,813.37,0.14,0,990.77,0.17,-337.68,-0.06,531.46,0.05,58
171,Exit long,2025-10-07 17:35,TSL,3983.42,1,3981.3,318.73,0.05,0,469.08,0.08,-205.97,-0.03,850.19,0.09,7
171,Entry long,2025-10-07 17:28,M1 scalp up,3981.3,1,3981.3,318.73,0.05,0,469.08,0.08,-205.97,-0.03,850.19,0.09,7
172,Exit long,2025-10-07 17:53,TSL,3984.67,1,3982.41,339.78,0.06,0,509.67,0.09,0,0.00,1189.97,0.12,2
172,Entry long,2025-10-07 17:51,M1 scalp up,3982.41,1,3982.41,339.78,0.06,0,509.67,0.09,0,0.00,1189.97,0.12,2
173,Exit long,2025-10-07 19:53,TSL,3981.37,1,3979.29,312.72,0.05,0,463.06,0.08,-33.08,-0.01,1502.69,0.15,13
173,Entry long,2025-10-07 19:40,M1 scalp up,3979.29,1,3979.29,312.72,0.05,0,463.06,0.08,-33.08,-0.01,1502.69,0.15,13
174,Exit long,2025-10-07 20:29,TSL,3982.32,1,3980.16,324.75,0.05,0,475.09,0.08,0,0.00,1827.43,0.18,29
174,Entry long,2025-10-07 20:00,M1 scalp up,3980.16,1,3980.16,324.75,0.05,0,475.09,0.08,0,0.00,1827.43,0.18,29
175,Exit long,2025-10-07 22:03,TSL,3985.6,2,7968.82,361.51,0.03,0,513.41,0.04,-492.14,-0.04,2188.95,0.22,4
175,Entry long,2025-10-07 20:59,M1 scalp up,3984.41,2,7968.82,361.51,0.03,0,513.41,0.04,-492.14,-0.04,2188.95,0.22,4
176,Exit long,2025-10-08 15:54,TSL,4047.57,1,4045.39,331.13,0.05,0,483.03,0.08,-37.97,-0.01,2520.08,0.25,5
176,Entry long,2025-10-08 15:49,M1 scalp up,4045.39,1,4045.39,331.13,0.05,0,483.03,0.08,-37.97,-0.01,2520.08,0.25,5
177,Exit long,2025-10-08 16:12,TSL,4053.08,1,4045.74,1114.92,0.18,0,1371.62,0.22,-215.69,-0.04,3635,0.36,12
177,Entry long,2025-10-08 16:00,M1 scalp up,4045.74,1,4045.74,1114.92,0.18,0,1371.62,0.22,-215.69,-0.04,3635,0.36,12
178,Exit long,2025-10-08 17:28,SL,4050.57,1,4055.28,-715.43,-0.12,0,420.75,0.07,-715.43,-0.12,2919.57,0.29,41
178,Entry long,2025-10-08 16:47,M1 scalp up,4055.28,1,4055.28,-715.43,-0.12,0,420.75,0.07,-715.43,-0.12,2919.57,0.29,41
179,Exit long,2025-10-08 20:50,TSL,4043.61,1,4041.34,344.8,0.06,0,499.74,0.08,-455.69,-0.07,3264.37,0.33,24
179,Entry long,2025-10-08 20:26,M1 scalp up,4041.34,1,4041.34,344.8,0.06,0,499.74,0.08,-455.69,-0.07,3264.37,0.33,24
180,Exit long,2025-10-08 22:01,SL,4036.87,1,4040.9,-615.31,-0.10,0,262.78,0.04,-615.31,-0.10,2649.06,0.26,6
180,Entry long,2025-10-08 20:55,M1 scalp up,4040.9,1,4040.9,-615.31,-0.10,0,262.78,0.04,-615.31,-0.10,2649.06,0.26,6
181,Exit short,2025-10-09 20:20,TSL,3975.08,1,3978.76,561.87,0.09,0,740.51,0.12,-33.59,-0.01,3210.93,0.32,5
181,Entry short,2025-10-09 20:15,M1 scalp down,3978.76,1,3978.76,561.87,0.09,0,740.51,0.12,-33.59,-0.01,3210.93,0.32,5
182,Exit short,2025-10-09 22:00,SL,3978.62,1,3975.46,-483.59,-0.08,0,0,0.00,-483.59,-0.08,2727.34,0.27,0
182,Entry short,2025-10-09 22:00,M1 scalp down,3975.46,1,3975.46,-483.59,-0.08,0,0,0.00,-483.59,-0.08,2727.34,0.27,0
183,Exit long,2025-10-13 15:57,TSL,4105.74,1,4098.03,1165.2,0.19,0,1414.56,0.23,-63.47,-0.01,3892.54,0.39,7
183,Entry long,2025-10-13 15:50,M1 scalp up,4098.03,1,4098.03,1165.2,0.19,0,1414.56,0.23,-63.47,-0.01,3892.54,0.39,7
184,Exit long,2025-10-13 16:58,SL,4104.84,1,4109.76,-743.55,-0.12,0,448.85,0.07,-743.55,-0.12,3148.99,0.31,24
184,Entry long,2025-10-13 16:34,M1 scalp up,4109.76,1,4109.76,-743.55,-0.12,0,448.85,0.07,-743.55,-0.12,3148.99,0.31,24
185,Exit long,2025-10-13 19:55,TSL,4109.42,1,4103.55,887.12,0.14,0,1048.83,0.17,-211.58,-0.03,4036.11,0.40,17
185,Entry long,2025-10-13 19:38,M1 scalp up,4103.55,1,4103.55,887.12,0.14,0,1048.83,0.17,-211.58,-0.03,4036.11,0.40,17
186,Exit long,2025-10-13 20:17,TSL,4108.3,1,4106.29,303.77,0.05,0,454.9,0.07,-13.6,0.00,4339.88,0.43,12
186,Entry long,2025-10-13 20:05,M1 scalp up,4106.29,1,4106.29,303.77,0.05,0,454.9,0.07,-13.6,0.00,4339.88,0.43,12
187,Exit long,2025-10-13 20:49,TSL,4111.26,2,8218.04,677.05,0.05,0,933.97,0.08,-519.88,-0.04,5016.93,0.50,17
187,Entry long,2025-10-13 20:32,M1 scalp up,4109.02,2,8218.04,677.05,0.05,0,933.97,0.08,-519.88,-0.04,5016.93,0.50,17
188,Exit long,2025-10-13 22:03,TSL,4112.55,1,4110.25,350.22,0.06,0,504.01,0.08,-219.27,-0.04,5367.15,0.54,4
188,Entry long,2025-10-13 20:59,M1 scalp up,4110.25,1,4110.25,350.22,0.06,0,504.01,0.08,-219.27,-0.04,5367.15,0.54,4
189,Exit long,2025-10-14 19:35,SL,4145.07,1,4148.45,-514.67,-0.08,0,117.25,0.02,-514.67,-0.08,4852.48,0.49,2
189,Entry long,2025-10-14 19:33,M1 scalp up,4148.45,1,4148.45,-514.67,-0.08,0,117.25,0.02,-514.67,-0.08,4852.48,0.49,2
190,Exit long,2025-10-14 22:14,TSL,4155.79,1,4143.65,1843.3,0.29,0,1995.14,0.32,-507.14,-0.08,6695.78,0.67,44
190,Entry long,2025-10-14 20:30,M1 scalp up,4143.65,1,4143.65,1843.3,0.29,0,1995.14,0.32,-507.14,-0.08,6695.78,0.67,44
191,Exit long,2025-10-15 19:50,TSL,4211.56,1,4207.95,548.13,0.09,0,699.97,0.11,-343.15,-0.05,7243.91,0.72,12
191,Entry long,2025-10-15 19:38,M1 scalp up,4207.95,1,4207.95,548.13,0.09,0,699.97,0.11,-343.15,-0.05,7243.91,0.72,12
192,Exit long,2025-10-15 20:03,TSL,4211.82,1,4209.23,393.26,0.06,0,545.09,0.09,-60.73,-0.01,7637.17,0.76,2
192,Entry long,2025-10-15 20:01,M1 scalp up,4209.23,1,4209.23,393.26,0.06,0,545.09,0.09,-60.73,-0.01,7637.17,0.76,2
193,Exit long,2025-10-15 22:11,SL,4205.99,1,4210.17,-631.33,-0.10,0,409.3,0.06,-631.33,-0.10,7005.84,0.70,64
193,Entry long,2025-10-15 20:07,M1 scalp up,4210.17,1,4210.17,-631.33,-0.10,0,409.3,0.06,-631.33,-0.10,7005.84,0.70,64
194,Exit short,2025-10-23 20:50,SL,4120.86,1,4116.27,-697.52,-0.11,0,4.56,0.00,-697.52,-0.11,6308.32,0.63,3
194,Entry short,2025-10-23 20:47,M1 scalp down,4116.27,1,4116.27,-697.52,-0.11,0,4.56,0.00,-697.52,-0.11,6308.32,0.63,3
195,Exit short,2025-10-24 20:39,SL,4105.88,1,4101.45,-675.81,-0.11,0,85.43,0.01,-675.81,-0.11,5632.51,0.56,8
195,Entry short,2025-10-24 20:31,M1 scalp down,4101.45,1,4101.45,-675.81,-0.11,0,85.43,0.01,-675.81,-0.11,5632.51,0.56,8
196,Exit short,2025-10-26 22:01,TSL,4078.88,1,4108.9,4589.1,0.73,0,5336.62,0.85,-750.56,-0.12,10221.61,1.02,14
196,Entry short,2025-10-24 20:47,M1 scalp down,4108.9,1,4108.9,4589.1,0.73,0,5336.62,0.85,-750.56,-0.12,10221.61,1.02,14
197,Exit short,2025-10-27 20:38,TSL,3992.81,1,3996.57,574.78,0.09,0,727.65,0.12,-562.55,-0.09,10796.4,1.08,15
197,Entry short,2025-10-27 20:23,M1 scalp down,3996.57,1,3996.57,574.78,0.09,0,727.65,0.12,-562.55,-0.09,10796.4,1.08,15
198,Exit short,2025-10-28 19:53,SL,3961.33,1,3956.89,-678.74,-0.11,0,299.63,0.05,-678.74,-0.11,10117.65,1.01,3
198,Entry short,2025-10-28 19:50,M1 scalp down,3956.89,1,3956.89,-678.74,-0.11,0,299.63,0.05,-678.74,-0.11,10117.65,1.01,3
199,Exit short,2025-10-28 20:26,TSL,3951.91,1,3954.44,386.76,0.06,0,539.63,0.09,-19.87,0.00,10504.41,1.05,3
199,Entry short,2025-10-28 20:23,M1 scalp down,3954.44,1,3954.44,386.76,0.06,0,539.63,0.09,-19.87,0.00,10504.41,1.05,3
200,Exit short,2025-10-28 20:49,TSL,3951.3,1,3953.6,351.6,0.06,0,504.47,0.08,-362.3,-0.06,10856.02,1.09,14
200,Entry short,2025-10-28 20:35,M1 scalp down,3953.6,1,3953.6,351.6,0.06,0,504.47,0.08,-362.3,-0.06,10856.02,1.09,14
201,Exit short,2025-10-29 17:21,TSL,3990.72,1,3994.18,526.25,0.09,0,678.34,0.11,-553.62,-0.09,11382.26,1.14,12
201,Entry short,2025-10-29 17:09,M1 scalp down,3994.18,1,3994.18,526.25,0.09,0,678.34,0.11,-553.62,-0.09,11382.26,1.14,12
202,Exit short,2025-10-29 18:01,TSL,3988.62,1,3994.82,942.98,0.16,0,1095.08,0.18,-165.78,-0.03,12325.24,1.23,12
202,Entry short,2025-10-29 17:49,M1 scalp down,3994.82,1,3994.82,942.98,0.16,0,1095.08,0.18,-165.78,-0.03,12325.24,1.23,12
203,Exit long,2025-10-30 19:52,TSL,4024.67,1,4022.31,360.42,0.06,0,513.15,0.08,0,0.00,12685.67,1.27,2
203,Entry long,2025-10-30 19:50,M1 scalp up,4022.31,1,4022.31,360.42,0.06,0,513.15,0.08,0,0.00,12685.67,1.27,2
204,Exit long,2025-10-30 20:33,SL,4016.28,1,4021.16,-745.28,-0.12,0,177.16,0.03,-745.28,-0.12,11940.38,1.19,13
204,Entry long,2025-10-30 20:20,M1 scalp up,4021.16,1,4021.16,-745.28,-0.12,0,177.16,0.03,-745.28,-0.12,11940.38,1.19,13
205,Exit long,2025-10-30 20:43,TSL,4018.81,1,4016.68,325.3,0.05,0,478.02,0.08,-76.36,-0.01,12265.68,1.23,6
205,Entry long,2025-10-30 20:37,M1 scalp up,4016.68,1,4016.68,325.3,0.05,0,478.02,0.08,-76.36,-0.01,12265.68,1.23,6
206,Exit short,2025-10-31 19:55,TSL,3996.92,1,3999.16,345.21,0.06,0,499.33,0.08,-297.44,-0.05,12610.9,1.26,10
206,Entry short,2025-10-31 19:45,M1 scalp down,3999.16,1,3999.16,345.21,0.06,0,499.33,0.08,-297.44,-0.05,12610.9,1.26,10
207,Exit short,2025-10-31 20:30,SL,4003.68,1,3999.1,-705.84,-0.11,0,255.83,0.04,-705.84,-0.11,11905.06,1.19,13
207,Entry short,2025-10-31 20:17,M1 scalp down,3999.1,1,3999.1,-705.84,-0.11,0,255.83,0.04,-705.84,-0.11,11905.06,1.19,13
208,Exit long,2025-11-02 23:00,SL,3989.15,1,4003.26,-2173,-0.35,0,174.15,0.03,-2173,-0.35,9732.06,0.97,14
208,Entry long,2025-10-31 20:46,M1 scalp up,4003.26,1,4003.26,-2173,-0.35,0,174.15,0.03,-2173,-0.35,9732.06,0.97,14
209,Exit long,2025-11-03 18:19,SL,4001.24,1,4005.67,-682.24,-0.11,0,298.77,0.05,-682.24,-0.11,9049.82,0.90,39
209,Entry long,2025-11-03 17:40,M1 scalp up,4005.67,1,4005.67,-682.24,-0.11,0,298.77,0.05,-682.24,-0.11,9049.82,0.90,39
210,Exit short,2025-11-03 19:53,SL,4006.13,1,4002.37,-579.06,-0.09,0,12.32,0.00,-579.06,-0.09,8470.77,0.85,4
210,Entry short,2025-11-03 19:49,M1 scalp down,4002.37,1,4002.37,-579.06,-0.09,0,12.32,0.00,-579.06,-0.09,8470.77,0.85,4
211,Exit long,2025-11-03 21:08,SL,4005.56,1,4009.58,-619.1,-0.10,0,381.93,0.06,-619.1,-0.10,7851.67,0.79,40
211,Entry long,2025-11-03 20:28,M1 scalp up,4009.58,1,4009.58,-619.1,-0.10,0,381.93,0.06,-619.1,-0.10,7851.67,0.79,40
212,Exit short,2025-11-04 21:04,TSL,3934.9,1,3940,786.5,0.13,0,940.72,0.15,0,0.00,8638.17,0.86,6
212,Entry short,2025-11-04 20:58,M1 scalp down,3940,1,3940,786.5,0.13,0,940.72,0.15,0,0.00,8638.17,0.86,6
213,Exit long,2025-11-05 20:07,TSL,3989.08,1,3986.71,364.18,0.06,0,545.51,0.09,-16.9,0.00,9002.36,0.90,4
213,Entry long,2025-11-05 20:03,M1 scalp up,3986.71,1,3986.71,364.18,0.06,0,545.51,0.09,-16.9,0.00,9002.36,0.90,4
214,Exit long,2025-11-05 20:44,SL,3984.25,1,3987.2,-453.31,-0.07,0,169.03,0.03,-453.31,-0.07,8549.05,0.85,26
214,Entry long,2025-11-05 20:18,M1 scalp up,3987.2,1,3987.2,-453.31,-0.07,0,169.03,0.03,-453.31,-0.07,8549.05,0.85,26
215,Exit long,2025-11-06 13:37,TSL,4014.95,1,4012.18,426.87,0.07,0,619.51,0.10,-221.91,-0.04,8975.92,0.90,6
215,Entry long,2025-11-06 13:31,M1 scalp up,4012.18,1,4012.18,426.87,0.07,0,619.51,0.10,-221.91,-0.04,8975.92,0.90,6
216,Exit long,2025-11-06 19:46,SL,3987.64,1,3990.97,-513.17,-0.08,0,72.43,0.01,-513.17,-0.08,8462.75,0.85,11
216,Entry long,2025-11-06 19:35,M1 scalp up,3990.97,1,3990.97,-513.17,-0.08,0,72.43,0.01,-513.17,-0.08,8462.75,0.85,11
217,Exit short,2025-11-06 20:46,TSL,3982.76,1,3984.79,312.84,0.05,0,466.94,0.08,-308.21,-0.05,8775.58,0.88,20
217,Entry short,2025-11-06 20:26,M1 scalp down,3984.79,1,3984.79,312.84,0.05,0,466.94,0.08,-308.21,-0.05,8775.58,0.88,20
218,Exit long,2025-11-07 19:37,SL,4002.64,1,4005.97,-509.68,-0.08,0,29.08,0.00,-509.68,-0.08,8265.9,0.83,2
218,Entry long,2025-11-07 19:35,M1 scalp up,4005.97,1,4005.97,-509.68,-0.08,0,29.08,0.00,-509.68,-0.08,8265.9,0.83,2
219,Exit long,2025-11-07 19:51,TSL,4005.34,1,4003.17,332.13,0.05,0,509.68,0.08,-211.22,-0.03,8598.04,0.86,8
219,Entry long,2025-11-07 19:43,M1 scalp up,4003.17,1,4003.17,332.13,0.05,0,509.68,0.08,-211.22,-0.03,8598.04,0.86,8
220,Exit long,2025-11-07 20:18,SL,3999.95,1,4004.4,-681.1,-0.11,0,396.42,0.06,-681.1,-0.11,7916.93,0.79,16
220,Entry long,2025-11-07 20:02,M1 scalp up,4004.4,1,4004.4,-681.1,-0.11,0,396.42,0.06,-681.1,-0.11,7916.93,0.79,16
221,Exit long,2025-11-07 20:59,TSL,4004.82,1,3999.56,805.08,0.13,0,958.14,0.16,-67.35,-0.01,8722.01,0.87,9
221,Entry long,2025-11-07 20:50,M1 scalp up,3999.56,1,3999.56,805.08,0.13,0,958.14,0.16,-67.35,-0.01,8722.01,0.87,9
222,Exit long,2025-11-10 17:01,TSL,4095.23,1,4092.07,484.78,0.08,0,638.19,0.10,-507.79,-0.08,9206.8,0.92,20
222,Entry long,2025-11-10 16:41,M1 scalp up,4092.07,1,4092.07,484.78,0.08,0,638.19,0.10,-507.79,-0.08,9206.8,0.92,20
223,Exit long,2025-11-10 17:26,TSL,4097.08,1,4094.49,397.34,0.06,0,593.7,0.09,-174.89,-0.03,9604.13,0.96,12
223,Entry long,2025-11-10 17:14,M1 scalp up,4094.49,1,4094.49,397.34,0.06,0,593.7,0.09,-174.89,-0.03,9604.13,0.96,12
224,Exit long,2025-11-10 17:51,TSL,4098.19,1,4096.03,331.37,0.05,0,484.78,0.08,-319.1,-0.05,9935.5,0.99,17
224,Entry long,2025-11-10 17:34,M1 scalp up,4096.03,1,4096.03,331.37,0.05,0,484.78,0.08,-319.1,-0.05,9935.5,0.99,17
225,Exit long,2025-11-10 20:16,SL,4108.54,1,4112.25,-569.16,-0.09,0,334.44,0.05,-569.16,-0.09,9366.34,0.94,38
225,Entry long,2025-11-10 19:38,M1 scalp up,4112.25,1,4112.25,-569.16,-0.09,0,334.44,0.05,-569.16,-0.09,9366.34,0.94,38
226,Exit long,2025-11-10 21:26,TSL,4113.52,1,4110.31,492.45,0.08,0,645.86,0.10,-358.98,-0.06,9858.8,0.99,36
226,Entry long,2025-11-10 20:50,M1 scalp up,4110.31,1,4110.31,492.45,0.08,0,645.86,0.10,-358.98,-0.06,9858.8,0.99,36
227,Exit long,2025-11-11 13:35,TSL,4144.13,1,4139.5,713.63,0.11,0,890.88,0.14,-64.74,-0.01,10572.42,1.06,4
227,Entry long,2025-11-11 13:31,M1 scalp up,4139.5,1,4139.5,713.63,0.11,0,890.88,0.14,-64.74,-0.01,10572.42,1.06,4
228,Exit long,2025-11-11 13:51,TSL,4144.54,1,4141.8,422.32,0.07,0,596.49,0.09,-104.81,-0.02,10994.74,1.10,6
228,Entry long,2025-11-11 13:45,M1 scalp up,4141.8,1,4141.8,422.32,0.07,0,596.49,0.09,-104.81,-0.02,10994.74,1.10,6
229,Exit long,2025-11-11 14:20,SL,4133.71,1,4138.26,-701.3,-0.11,0,305.18,0.05,-701.3,-0.11,10293.45,1.03,9
229,Entry long,2025-11-11 14:11,M1 scalp up,4138.26,1,4138.26,-701.3,-0.11,0,305.18,0.05,-701.3,-0.11,10293.45,1.03,9
230,Exit long,2025-11-11 17:08,TSL,4114.78,1,4111.91,442.36,0.07,0,596.49,0.09,-21.58,0.00,10735.8,1.07,11
230,Entry long,2025-11-11 16:57,M1 scalp up,4111.91,1,4111.91,442.36,0.07,0,596.49,0.09,-21.58,0.00,10735.8,1.07,11
231,Exit long,2025-11-11 17:21,TSL,4116.55,1,4113.78,426.94,0.07,0,582.62,0.09,-312.89,-0.05,11162.75,1.12,4
231,Entry long,2025-11-11 17:17,M1 scalp up,4113.78,1,4113.78,426.94,0.07,0,582.62,0.09,-312.89,-0.05,11162.75,1.12,4
232,Exit long,2025-11-11 17:54,TSL,4115.35,1,4113.24,325.22,0.05,0,479.35,0.08,-409.99,-0.06,11487.96,1.15,27
232,Entry long,2025-11-11 17:27,M1 scalp up,4113.24,1,4113.24,325.22,0.05,0,479.35,0.08,-409.99,-0.06,11487.96,1.15,27
233,Exit long,2025-11-11 20:03,TSL,4124.1,1,4122.01,322.13,0.05,0,476.26,0.07,-94.02,-0.01,11810.1,1.18,4
233,Entry long,2025-11-11 19:59,M1 scalp up,4122.01,1,4122.01,322.13,0.05,0,476.26,0.07,-94.02,-0.01,11810.1,1.18,4
234,Exit long,2025-11-11 20:40,TSL,4128.76,1,4125.52,499.38,0.08,0,722.87,0.11,-197.29,-0.03,12309.48,1.23,17
234,Entry long,2025-11-11 20:23,M1 scalp up,4125.52,1,4125.52,499.38,0.08,0,722.87,0.11,-197.29,-0.03,12309.48,1.23,17
235,Exit long,2025-11-11 20:55,TSL,4130.8,1,4128.58,342.17,0.05,0,497.84,0.08,-4.62,0.00,12651.65,1.27,4
235,Entry long,2025-11-11 20:51,M1 scalp up,4128.58,1,4128.58,342.17,0.05,0,497.84,0.08,-4.62,0.00,12651.65,1.27,4
236,Exit long,2025-11-12 20:33,TSL,4195.97,1,4193.97,308.28,0.05,0,551.81,0.09,-47.78,-0.01,12959.93,1.30,2
236,Entry long,2025-11-12 20:31,M1 scalp up,4193.97,1,4193.97,308.28,0.05,0,551.81,0.09,-47.78,-0.01,12959.93,1.30,2
